 Cycle        E        err_E       a_r
         1         1.68070770         0.00024629         0.56692500
         2         1.69176544         0.00005134         0.56265000
         3         1.69196090         0.00004121         0.56221250
         4         1.69484802         0.00006976         0.55940000
         5         1.69530493         0.00009566         0.56101250
         6         1.69514118         0.00004369         0.56086250
         7         1.69556293         0.00006113         0.55945000
         8         1.69575240         0.00007046         0.56077500
         9         1.69586952         0.00007756         0.55992500
        10         1.69372922         0.00005715         0.56098750
        11         1.69398088         0.00008740         0.56287500
        12         1.69453145         0.00005835         0.56083750
        13         1.69503309         0.00005960         0.56218750
        14         1.69588179         0.00004047         0.56271250
        15         1.69687639         0.00003841         0.56176250
        16         1.69649736         0.00008919         0.55983750
        17         1.69485756         0.00006923         0.56006250
        18         1.69519159         0.00006585         0.55928750
        19         1.69388686         0.00007908         0.56096250
        20         1.69384469         0.00003871         0.56045000
