 Cycle        E        err_E       a_r
         1         1.68913609         0.00000798         0.54161900
         2         1.68867826         0.00000383         0.54063500
         3         1.68852960         0.00000669         0.54094300
         4         1.68877572         0.00000802         0.53988800
         5         1.68872312         0.00000401         0.54096900
         6         1.68863369         0.00000581         0.54052000
         7         1.68863511         0.00000238         0.54020200
         8         1.68876516         0.00000306         0.54081600
         9         1.68877788         0.00000518         0.54019300
        10         1.68878938         0.00000450         0.54020200
        11         1.68872726         0.00000696         0.54033200
        12         1.68872885         0.00000929         0.54101100
        13         1.68854701         0.00000844         0.53949900
        14         1.68856652         0.00000543         0.54090700
        15         1.68849450         0.00001185         0.54123400
        16         1.68854806         0.00000559         0.54055900
        17         1.68875924         0.00000708         0.54000700
        18         1.68868992         0.00000700         0.53967800
        19         1.68869523         0.00000644         0.53991900
        20         1.68861591         0.00001641         0.53999500
