 Cycle        E        err_E       a_r
         1         1.68838133         0.00000166         0.54403400
         2         1.68832250         0.00000298         0.54385600
         3         1.68833791         0.00000238         0.54277300
         4         1.68832437         0.00000272         0.54350300
         5         1.68826197         0.00000290         0.54490800
         6         1.68830667         0.00000305         0.54379800
         7         1.68830262         0.00000329         0.54308100
         8         1.68834632         0.00000348         0.54368300
         9         1.68833442         0.00000289         0.54360600
        10         1.68832961         0.00000208         0.54320400
        11         1.68834635         0.00000298         0.54416000
        12         1.68831443         0.00000316         0.54288200
        13         1.68830457         0.00000531         0.54376700
        14         1.68833033         0.00000416         0.54425700
        15         1.68832388         0.00000315         0.54377700
        16         1.68829758         0.00000320         0.54298600
        17         1.68833601         0.00000288         0.54392700
        18         1.68826882         0.00000386         0.54323400
        19         1.68834452         0.00000311         0.54466700
        20         1.68835948         0.00000300         0.54325000
