 Cycle        E        err_E       a_r
         1         1.68858024         0.00000336         0.54181600
         2         1.68839497         0.00000392         0.54239100
         3         1.68846204         0.00000553         0.54182800
         4         1.68839806         0.00000677         0.54257100
         5         1.68843984         0.00000224         0.54167100
         6         1.68842979         0.00000662         0.54279800
         7         1.68834822         0.00000382         0.54158500
         8         1.68847134         0.00000504         0.54149500
         9         1.68841583         0.00000373         0.54084400
        10         1.68845140         0.00000470         0.54186100
        11         1.68849261         0.00000498         0.54207900
        12         1.68839798         0.00000246         0.54157100
        13         1.68843661         0.00000306         0.54319700
        14         1.68835250         0.00000333         0.54224900
        15         1.68843029         0.00000295         0.54209300
        16         1.68847460         0.00000610         0.54173200
        17         1.68850146         0.00000504         0.54189800
        18         1.68846775         0.00000600         0.54179400
        19         1.68840321         0.00000404         0.54133100
        20         1.68844312         0.00000299         0.54183800
