 Cycle        E        err_E       a_r
         1         1.68802848         0.00001878         0.54966400
         2         1.68892408         0.00000879         0.54954200
         3         1.68888592         0.00001009         0.54919800
         4         1.68915570         0.00000699         0.54887400
         5         1.68892106         0.00001622         0.54971300
         6         1.68914174         0.00000767         0.54817000
         7         1.68885220         0.00000754         0.54935800
         8         1.68891947         0.00000646         0.55063000
         9         1.68896099         0.00001285         0.54958700
        10         1.68887781         0.00001195         0.54849600
        11         1.68907788         0.00000815         0.54904100
        12         1.68882903         0.00000529         0.54985800
        13         1.68914026         0.00000680         0.54872000
        14         1.68895832         0.00000710         0.54971100
        15         1.68871622         0.00001089         0.55020700
        16         1.68889360         0.00000807         0.54898700
        17         1.68910554         0.00000925         0.54845500
        18         1.68907061         0.00000849         0.54911200
        19         1.68906204         0.00000712         0.54976500
        20         1.68920188         0.00000881         0.54955100
