 Cycle        E        err_E       a_r
         1         1.68025718         0.00032199         0.56881250
         2         1.69539547         0.00010592         0.56676250
         3         1.69786552         0.00007078         0.56576250
         4         1.69857865         0.00009670         0.56428750
         5         1.70097119         0.00008362         0.56600000
         6         1.70338772         0.00006309         0.56416250
         7         1.70296055         0.00007464         0.56590000
         8         1.70191385         0.00008893         0.56660000
         9         1.70020921         0.00009490         0.56292500
        10         1.70089141         0.00006964         0.56573750
        11         1.70158272         0.00009267         0.56601250
        12         1.69930980         0.00007594         0.56357500
        13         1.70087222         0.00010035         0.56637500
        14         1.70019615         0.00006528         0.56685000
        15         1.70097906         0.00005618         0.56718750
        16         1.70086591         0.00006390         0.56577500
        17         1.70040354         0.00013009         0.56596250
        18         1.70026209         0.00007011         0.56292500
        19         1.69936211         0.00012056         0.56527500
        20         1.69985576         0.00004698         0.56630000
