 Cycle        E        err_E       a_r
         1         1.68805680         0.00003473         0.54882500
         2         1.68817768         0.00003076         0.54942500
         3         1.68896068         0.00002353         0.54743750
         4         1.68908097         0.00004378         0.54815000
         5         1.68854272         0.00002975         0.54916250
         6         1.68809530         0.00003318         0.54603750
         7         1.68818340         0.00002459         0.54930000
         8         1.68879014         0.00002559         0.54883750
         9         1.68840546         0.00004510         0.54710000
        10         1.68846722         0.00003124         0.54672500
        11         1.68873431         0.00002470         0.54808750
        12         1.68929995         0.00003201         0.54636250
        13         1.68836870         0.00003813         0.54843750
        14         1.68866234         0.00003731         0.54730000
        15         1.68904594         0.00002806         0.55037500
        16         1.68885018         0.00004289         0.54717500
        17         1.68869615         0.00002776         0.54547500
        18         1.68884399         0.00003430         0.54945000
        19         1.68864500         0.00002977         0.54747500
        20         1.68878007         0.00003467         0.54687500
