 Cycle        E        err_E       a_r
         1         1.68449491         0.00021883         0.55988750
         2         1.69218689         0.00005324         0.55800000
         3         1.69379676         0.00008570         0.55685000
         4         1.69328914         0.00006365         0.55698750
         5         1.69365315         0.00007998         0.55790000
         6         1.69222727         0.00007361         0.56013750
         7         1.69345654         0.00005554         0.55977500
         8         1.69328805         0.00008217         0.55850000
         9         1.69397018         0.00005034         0.55858750
        10         1.69350134         0.00005692         0.55997500
        11         1.69246107         0.00008163         0.56136250
        12         1.69320218         0.00005266         0.56153750
        13         1.69364712         0.00005531         0.55986250
        14         1.69269990         0.00003859         0.55961250
        15         1.69347921         0.00004782         0.55876250
        16         1.69389727         0.00005197         0.55610000
        17         1.69439062         0.00005542         0.56021250
        18         1.69324276         0.00007118         0.55636250
        19         1.69237819         0.00008128         0.55897500
        20         1.69196892         0.00008314         0.55755000
