 Step       Num walks        Ene
       106          7558       1.4599716548
       107          7558       1.4598324018
       108          7558       1.4598213018
       109          7558       1.4597510448
       110          7558       1.4599076750
       111          7558       1.4598643857
       112          7558       1.4599842362
       113          7558       1.4600055230
       114          7558       1.4599392683
       115          7558       1.4599663914
       116          7558       1.4599522795
       117          7558       1.4600861204
       118          7558       1.4602606693
       119          7558       1.4603099556
       120          7558       1.4601389482
       121          7558       1.4600657087
       122          7558       1.4601717147
       123          7558       1.4602447911
       124          7558       1.4602619040
       125          7558       1.4603043019
       126          7558       1.4603190173
       127          7558       1.4603008116
       128          7558       1.4600947256
       129          7558       1.4600058593
       130          7558       1.4599484077
       131          7558       1.4599755445
       132          7558       1.4598445162
       133          7558       1.4599976438
       134          7558       1.4598763929
       135          7558       1.4599065038
       136          7558       1.4599271404
       137          7558       1.4598137094
       138          7558       1.4596776802
       139          7558       1.4597328661
       140          7558       1.4597720355
       141          7558       1.4598668325
       142          7558       1.4599071891
       143          7558       1.4597963111
       144          7558       1.4599134276
       145          7558       1.4601019252
       146          7558       1.4600199925
       147          7558       1.4599266624
       148          7558       1.4599470917
       149          7558       1.4599896311
       150          7558       1.4599291596
       151          7558       1.4600307199
       152          7558       1.4599010143
       153          7558       1.4597825981
       154          7558       1.4598516528
       155          7558       1.4599706763
       156          7558       1.4601731942
       157          7558       1.4601777960
       158          7558       1.4600056340
       159          7558       1.4599827224
       160          7558       1.4599895837
       161          7558       1.4598565876
       162          7558       1.4599566435
       163          7558       1.4599801503
       164          7558       1.4600193620
       165          7558       1.4600066761
       166          7558       1.4599413904
       167          7558       1.4599436983
       168          7558       1.4598443349
       169          7558       1.4600901295
       170          7558       1.4599900536
       171          7558       1.4598759069
       172          7558       1.4599956451
       173          7558       1.4599864876
       174          7558       1.4599632782
       175          7558       1.4600286638
       176          7558       1.4601693589
       177          7558       1.4600403149
       178          7558       1.4599639148
       179          7558       1.4599295957
       180          7558       1.4598352017
       181          7558       1.4599426623
       182          7558       1.4599662297
       183          7558       1.4600467691
       184          7558       1.4600024772
       185          7558       1.4600387054
       186          7558       1.4600216930
       187          7558       1.4599332454
       188          7558       1.4600548866
       189          7558       1.4599493655
       190          7558       1.4600378317
       191          7558       1.4600552322
       192          7558       1.4600656317
       193          7558       1.4601664794
       194          7558       1.4600494034
       195          7558       1.4600772632
       196          7558       1.4602833740
       197          7558       1.4602559077
       198          7558       1.4603141495
       199          7558       1.4601651288
       200          7558       1.4602327172
       201          7558       1.4602712874
       202          7558       1.4603319858
       203          7558       1.4601538625
       204          7558       1.4601199356
       205          7558       1.4601947262
       206          7558       1.4602237971
       207          7558       1.4603061862
       208          7558       1.4602484584
       209          7558       1.4602887767
       210          7558       1.4601254952
       211          7558       1.4600240374
       212          7558       1.4599885065
       213          7558       1.4599980284
       214          7558       1.4597908417
       215          7558       1.4597874945
       216          7558       1.4598764543
       217          7558       1.4597489210
       218          7558       1.4596961254
       219          7558       1.4594694414
       220          7558       1.4594205390
       221          7558       1.4594366993
       222          7558       1.4592896631
       223          7558       1.4593243902
       224          7558       1.4593357301
       225          7558       1.4593282107
       226          7558       1.4592906471
       227          7558       1.4592202713
       228          7558       1.4591949056
       229          7558       1.4594302760
       230          7558       1.4595001053
       231          7558       1.4595289497
       232          7558       1.4596567832
       233          7558       1.4596916844
       234          7558       1.4596363959
       235          7558       1.4596564584
       236          7558       1.4595406167
       237          7558       1.4596947037
       238          7558       1.4597116749
       239          7558       1.4597784510
       240          7558       1.4597080052
       241          7558       1.4596406107
       242          7558       1.4596372599
       243          7558       1.4595468168
       244          7558       1.4595321458
       245          7558       1.4594547796
       246          7558       1.4595855500
       247          7558       1.4597176332
       248          7558       1.4596641409
       249          7558       1.4596344482
       250          7558       1.4597129127
       251          7558       1.4597393620
       252          7558       1.4595921300
       253          7558       1.4595569523
       254          7558       1.4595909131
       255          7558       1.4597870598
       256          7558       1.4597153539
       257          7558       1.4598894167
       258          7558       1.4599521765
       259          7558       1.4598051308
       260          7558       1.4599116688
       261          7558       1.4598689956
       262          7558       1.4598517745
       263          7558       1.4597374358
       264          7558       1.4595708882
       265          7558       1.4595755754
       266          7558       1.4595215643
       267          7558       1.4596211643
       268          7558       1.4595943448
       269          7558       1.4595897231
       270          7558       1.4593795069
       271          7558       1.4594984737
       272          7558       1.4595074112
       273          7558       1.4595962956
       274          7558       1.4593928238
       275          7558       1.4594115304
       276          7558       1.4594356773
       277          7558       1.4594353361
       278          7558       1.4594614069
       279          7558       1.4594162768
       280          7558       1.4594421452
       281          7558       1.4593799985
       282          7558       1.4594488841
       283          7558       1.4594250903
       284          7558       1.4594943994
       285          7558       1.4594672262
       286          7558       1.4595241005
       287          7558       1.4595623111
       288          7558       1.4596198622
       289          7558       1.4596394548
       290          7558       1.4596883610
       291          7558       1.4597394475
       292          7558       1.4597698782
       293          7558       1.4597628673
       294          7558       1.4597780517
       295          7558       1.4596826657
       296          7558       1.4596307682
       297          7558       1.4595527198
       298          7558       1.4595924050
       299          7558       1.4595959161
       300          7558       1.4595721134
       301          7558       1.4595507237
       302          7558       1.4594232979
       303          7558       1.4592996213
       304          7558       1.4594333438
       305          7558       1.4594931297
       306          7558       1.4594830196
       307          7558       1.4593837462
       308          7558       1.4593179269
       309          7558       1.4593202060
       310          7558       1.4592969209
       311          7558       1.4592917801
       312          7558       1.4592896167
       313          7558       1.4592483499
       314          7558       1.4591530504
       315          7558       1.4591382762
       316          7558       1.4591965208
       317          7558       1.4593334115
       318          7558       1.4593242971
       319          7558       1.4593588774
       320          7558       1.4594403311
       321          7558       1.4594257038
       322          7558       1.4593477976
       323          7558       1.4595798947
       324          7558       1.4596512159
       325          7558       1.4596919906
       326          7558       1.4595642522
       327          7558       1.4595728615
       328          7558       1.4595490369
       329          7558       1.4596851074
       330          7558       1.4596109968
       331          7558       1.4595362056
       332          7558       1.4595207289
       333          7558       1.4596357231
       334          7558       1.4596533571
       335          7558       1.4597833858
       336          7558       1.4597660766
       337          7558       1.4597622115
       338          7558       1.4595518941
       339          7558       1.4596277314
       340          7558       1.4596587429
       341          7558       1.4597670277
       342          7558       1.4598248218
       343          7558       1.4597942542
       344          7558       1.4598380882
       345          7558       1.4598724215
       346          7558       1.4599291834
       347          7558       1.4599932262
       348          7558       1.4599932287
       349          7558       1.4599435504
       350          7558       1.4598523173
       351          7558       1.4599009473
       352          7558       1.4597160180
       353          7558       1.4595706198
       354          7558       1.4596399238
       355          7558       1.4596094842
       356          7558       1.4595599644
       357          7558       1.4596491629
       358          7558       1.4597189526
       359          7558       1.4596923776
       360          7558       1.4595765937
       361          7558       1.4596884682
       362          7558       1.4596917289
       363          7558       1.4598067194
       364          7558       1.4598757423
       365          7558       1.4599724668
       366          7558       1.4599229248
       367          7558       1.4599407160
       368          7558       1.4599190530
       369          7558       1.4600762997
       370          7558       1.4601085651
       371          7558       1.4601738778
       372          7558       1.4600847137
       373          7558       1.4600035847
       374          7558       1.4600706646
       375          7558       1.4601200321
       376          7558       1.4601555512
       377          7558       1.4602408813
       378          7558       1.4602653885
       379          7558       1.4602590510
       380          7558       1.4602296912
       381          7558       1.4600636412
       382          7558       1.4600498747
       383          7558       1.4601184797
       384          7558       1.4601197556
       385          7558       1.4600572177
       386          7558       1.4600439001
       387          7558       1.4599316185
       388          7558       1.4599181367
       389          7558       1.4600779736
       390          7558       1.4600332799
       391          7558       1.4600918100
       392          7558       1.4600353311
       393          7558       1.4599405690
       394          7558       1.4599913897
       395          7558       1.4600042600
       396          7558       1.4599456263
       397          7558       1.4599642232
       398          7558       1.4599513313
       399          7558       1.4598482333
       400          7558       1.4598410183
       401          7558       1.4597474133
       402          7558       1.4598542242
       403          7558       1.4599027690
       404          7558       1.4599482626
       405          7558       1.4599404904
       406          7558       1.4599389229
       407          7558       1.4598880186
       408          7558       1.4598246184
       409          7558       1.4598108545
       410          7558       1.4597093784
       411          7558       1.4598747637
       412          7558       1.4599070437
       413          7558       1.4599475162
       414          7558       1.4598961167
       415          7558       1.4598875605
       416          7558       1.4598879352
       417          7558       1.4600264579
       418          7558       1.4599805723
       419          7558       1.4600240723
       420          7558       1.4598642652
       421          7558       1.4600037155
       422          7558       1.4599395432
       423          7558       1.4597992965
       424          7558       1.4597471373
       425          7558       1.4598242370
       426          7558       1.4598545875
       427          7558       1.4597444132
       428          7558       1.4597172710
       429          7558       1.4598468736
       430          7558       1.4599207282
       431          7558       1.4598066325
       432          7558       1.4598481482
       433          7558       1.4597952960
       434          7558       1.4599489048
       435          7558       1.4597757042
       436          7558       1.4596727170
       437          7558       1.4596172262
       438          7558       1.4595912294
       439          7558       1.4595908883
       440          7558       1.4596230004
       441          7558       1.4595573447
       442          7558       1.4594335619
       443          7558       1.4593416569
       444          7558       1.4593839422
       445          7558       1.4594528858
       446          7558       1.4594728440
       447          7558       1.4595673442
       448          7558       1.4595606781
       449          7558       1.4595880687
       450          7558       1.4594911037
       451          7558       1.4593608879
       452          7558       1.4592100578
       453          7558       1.4589864370
       454          7558       1.4589973934
       455          7558       1.4589457986
       456          7558       1.4587559498
       457          7558       1.4587868226
       458          7558       1.4589256654
       459          7558       1.4590773147
       460          7558       1.4592921168
       461          7558       1.4593153913
       462          7558       1.4593246632
       463          7558       1.4593086623
       464          7558       1.4593678115
       465          7558       1.4593964704
       466          7558       1.4593699634
       467          7558       1.4593401977
       468          7558       1.4592665073
       469          7558       1.4592655555
       470          7558       1.4592553346
       471          7558       1.4592004096
       472          7558       1.4590913402
       473          7558       1.4591434431
       474          7558       1.4591352262
       475          7558       1.4590111965
       476          7558       1.4589509922
       477          7558       1.4587851927
       478          7558       1.4587247363
       479          7558       1.4587955967
       480          7558       1.4588491652
       481          7558       1.4590264559
       482          7558       1.4591415301
       483          7558       1.4591218184
       484          7558       1.4591060617
       485          7558       1.4591672262
       486          7558       1.4592346547
       487          7558       1.4592375596
       488          7558       1.4593221278
       489          7558       1.4594404085
       490          7558       1.4594849589
       491          7558       1.4594057842
       492          7558       1.4594145654
       493          7558       1.4592971274
       494          7558       1.4593572908
       495          7558       1.4594558562
       496          7558       1.4594342676
       497          7558       1.4593861391
       498          7558       1.4594069842
       499          7558       1.4594424909
       500          7558       1.4594372246
       501          7558       1.4592997463
       502          7558       1.4593553416
       503          7558       1.4592219317
       504          7558       1.4592553627
       505          7558       1.4592963840
       506          7558       1.4594067808
       507          7558       1.4595671449
       508          7558       1.4596033752
       509          7558       1.4596266755
       510          7558       1.4596992986
       511          7558       1.4596940640
       512          7558       1.4596271134
       513          7558       1.4597070070
       514          7558       1.4598361407
       515          7558       1.4598282128
       516          7558       1.4597452871
       517          7558       1.4598354604
       518          7558       1.4599257088
       519          7558       1.4599164088
       520          7558       1.4598207192
       521          7558       1.4598572451
       522          7558       1.4597603224
       523          7558       1.4598166437
       524          7558       1.4597692431
       525          7558       1.4598232369
       526          7558       1.4597816435
       527          7558       1.4598129761
       528          7558       1.4598925189
       529          7558       1.4599413745
       530          7558       1.4599394251
       531          7558       1.4599617237
       532          7558       1.4599796561
       533          7558       1.4599819092
       534          7558       1.4598303385
       535          7558       1.4599399206
       536          7558       1.4599928899
       537          7558       1.4599490540
       538          7558       1.4597897000
       539          7558       1.4597775164
       540          7558       1.4597856260
       541          7558       1.4595651467
       542          7558       1.4597702987
       543          7558       1.4597026025
       544          7558       1.4596639587
       545          7558       1.4597505295
       546          7558       1.4596564181
       547          7558       1.4595685534
       548          7558       1.4594853632
       549          7558       1.4594431274
       550          7558       1.4594403887
       551          7558       1.4594581696
       552          7558       1.4593886956
       553          7558       1.4594284857
       554          7558       1.4595609262
       555          7558       1.4595121648
       556          7558       1.4594317272
       557          7558       1.4592953143
       558          7558       1.4593102271
       559          7558       1.4592633736
       560          7558       1.4593573740
       561          7558       1.4592874629
       562          7558       1.4593113996
       563          7558       1.4594325058
       564          7558       1.4593666310
       565          7558       1.4593925695
       566          7558       1.4594499790
       567          7558       1.4594121165
       568          7558       1.4595068610
       569          7558       1.4594790266
       570          7558       1.4593456117
       571          7558       1.4592613362
       572          7558       1.4592213201
       573          7558       1.4592778639
       574          7558       1.4593349468
       575          7558       1.4592992726
       576          7558       1.4592421368
       577          7558       1.4592678850
       578          7558       1.4591892890
       579          7558       1.4592407504
       580          7558       1.4593277643
       581          7558       1.4593860130
       582          7558       1.4591826027
       583          7558       1.4592256293
       584          7558       1.4593142702
       585          7558       1.4591758052
       586          7558       1.4591554048
       587          7558       1.4591644070
       588          7558       1.4591300151
       589          7558       1.4591654587
       590          7558       1.4590792573
       591          7558       1.4589994264
       592          7558       1.4591803631
       593          7558       1.4591762218
       594          7558       1.4592216016
       595          7558       1.4593701881
       596          7558       1.4594889004
       597          7558       1.4595766755
       598          7558       1.4597163778
       599          7558       1.4596162953
       600          7558       1.4596028440
       601          7558       1.4597896088
       602          7558       1.4598921497
       603          7558       1.4597927821
       604          7558       1.4598054969
       605          7558       1.4598763695
       606          7558       1.4598438171
       607          7558       1.4597207568
       608          7558       1.4596549062
       609          7558       1.4597187141
       610          7558       1.4597758676
       611          7558       1.4596136448
       612          7558       1.4596878144
       613          7558       1.4597117678
       614          7558       1.4597753503
       615          7558       1.4597321845
       616          7558       1.4597667280
       617          7558       1.4598850459
       618          7558       1.4598714548
       619          7558       1.4599576000
       620          7558       1.4598800594
       621          7558       1.4599051664
       622          7558       1.4598982294
       623          7558       1.4598410063
       624          7558       1.4598197369
       625          7558       1.4598463344
       626          7558       1.4598096188
       627          7558       1.4598353662
       628          7558       1.4598498831
       629          7558       1.4598590495
       630          7558       1.4598075682
       631          7558       1.4597321896
       632          7558       1.4596778371
       633          7558       1.4596987186
       634          7558       1.4595957294
       635          7558       1.4596658042
       636          7558       1.4596522624
       637          7558       1.4596102233
       638          7558       1.4596505790
       639          7558       1.4596761011
       640          7558       1.4597635628
       641          7558       1.4598165634
       642          7558       1.4598665879
       643          7558       1.4598769244
       644          7558       1.4598467504
       645          7558       1.4599687806
       646          7558       1.4600233281
       647          7558       1.4600696287
       648          7558       1.4602042977
       649          7558       1.4600503885
       650          7558       1.4601149134
       651          7558       1.4599359853
       652          7558       1.4598843569
       653          7558       1.4597646984
       654          7558       1.4596061017
       655          7558       1.4596408808
       656          7558       1.4596451466
       657          7558       1.4597271324
       658          7558       1.4597393485
       659          7558       1.4597452921
       660          7558       1.4596240515
       661          7558       1.4598094674
       662          7558       1.4596575508
       663          7558       1.4596163824
       664          7558       1.4593733344
       665          7558       1.4594466314
       666          7558       1.4595205537
       667          7558       1.4595134517
       668          7558       1.4595410794
       669          7558       1.4595043364
       670          7558       1.4594971457
       671          7558       1.4595683787
       672          7558       1.4596250421
       673          7558       1.4596524781
       674          7558       1.4597296938
       675          7558       1.4596249968
       676          7558       1.4596459356
       677          7558       1.4595438803
       678          7558       1.4595478534
       679          7558       1.4595943520
       680          7558       1.4595249916
       681          7558       1.4593365952
       682          7558       1.4592926001
       683          7558       1.4592673410
       684          7558       1.4593494786
       685          7558       1.4593661425
       686          7558       1.4593376214
       687          7558       1.4592664984
       688          7558       1.4593607059
       689          7558       1.4594784653
       690          7558       1.4594926043
       691          7558       1.4594058037
       692          7558       1.4593484342
       693          7558       1.4592487741
       694          7558       1.4593384219
       695          7558       1.4593766935
       696          7558       1.4593442299
       697          7558       1.4593196191
       698          7558       1.4593709035
       699          7558       1.4593276156
       700          7558       1.4591748752
       701          7558       1.4593430849
       702          7558       1.4593577369
       703          7558       1.4594274919
       704          7558       1.4593014097
       705          7558       1.4592017583
       706          7558       1.4592894787
       707          7558       1.4593489026
       708          7558       1.4594054507
       709          7558       1.4594461987
       710          7558       1.4593207828
       711          7558       1.4591496713
       712          7558       1.4590046209
       713          7558       1.4589694089
       714          7558       1.4588846739
       715          7558       1.4587989865
       716          7558       1.4589682873
       717          7558       1.4589805015
       718          7558       1.4590940112
       719          7558       1.4590053340
       720          7558       1.4588880856
       721          7558       1.4589337935
       722          7558       1.4588970288
       723          7558       1.4589501723
       724          7558       1.4592530111
       725          7558       1.4593154741
       726          7558       1.4591611746
       727          7558       1.4592993419
       728          7558       1.4593002784
       729          7558       1.4591522507
       730          7558       1.4589634756
       731          7558       1.4589880211
       732          7558       1.4589115919
       733          7558       1.4589948124
       734          7558       1.4590179208
       735          7558       1.4591668392
       736          7558       1.4590473679
       737          7558       1.4592024026
       738          7558       1.4592508019
       739          7558       1.4591669567
       740          7558       1.4592721525
       741          7558       1.4594237365
       742          7558       1.4592643496
       743          7558       1.4591915865
       744          7558       1.4591592248
       745          7558       1.4592277504
       746          7558       1.4593321292
       747          7558       1.4593794844
       748          7558       1.4593426854
       749          7558       1.4593875599
       750          7558       1.4593241057
       751          7558       1.4594644464
       752          7558       1.4594951927
       753          7558       1.4595477809
       754          7558       1.4597219846
       755          7558       1.4596436710
       756          7558       1.4596709468
       757          7558       1.4596581589
       758          7558       1.4596309835
       759          7558       1.4597333877
       760          7558       1.4597957301
       761          7558       1.4597550320
       762          7558       1.4597731771
       763          7558       1.4597298246
       764          7558       1.4597507658
       765          7558       1.4597105833
       766          7558       1.4597314134
       767          7558       1.4597349005
       768          7558       1.4597794455
       769          7558       1.4599130012
       770          7558       1.4597915179
       771          7558       1.4598589110
       772          7558       1.4598724875
       773          7558       1.4597185378
       774          7558       1.4597615333
       775          7558       1.4596660465
       776          7558       1.4596832918
       777          7558       1.4596088315
       778          7558       1.4595845209
       779          7558       1.4596704686
       780          7558       1.4597060909
       781          7558       1.4597586338
       782          7558       1.4597157574
       783          7558       1.4597290692
       784          7558       1.4595631912
       785          7558       1.4596216635
       786          7558       1.4596739772
       787          7558       1.4595865537
       788          7558       1.4596724981
       789          7558       1.4597172731
       790          7558       1.4595225646
       791          7558       1.4594731446
       792          7558       1.4593446164
       793          7558       1.4593117179
       794          7558       1.4592009806
       795          7558       1.4593437344
       796          7558       1.4593218049
       797          7558       1.4592998365
       798          7558       1.4592063657
       799          7558       1.4593926257
       800          7558       1.4594634517
       801          7558       1.4594798857
       802          7558       1.4595092121
       803          7558       1.4595071119
       804          7558       1.4594892355
       805          7558       1.4594524455
       806          7558       1.4594888851
       807          7558       1.4596942698
       808          7558       1.4597776889
       809          7558       1.4597254655
       810          7558       1.4597846666
       811          7558       1.4597281627
       812          7558       1.4595961185
       813          7558       1.4595654356
       814          7558       1.4595494516
       815          7558       1.4594905511
       816          7558       1.4595156239
       817          7558       1.4595308732
       818          7558       1.4595832536
       819          7558       1.4596750770
       820          7558       1.4595494073
       821          7558       1.4595692078
       822          7558       1.4595978991
       823          7558       1.4595869340
       824          7558       1.4596871638
       825          7558       1.4596209424
       826          7558       1.4596855346
       827          7558       1.4596629714
       828          7558       1.4595856878
       829          7558       1.4594754240
       830          7558       1.4595247623
       831          7558       1.4596491255
       832          7558       1.4596350269
       833          7558       1.4594921264
       834          7558       1.4595802948
       835          7558       1.4596031193
       836          7558       1.4595013882
       837          7558       1.4594498753
       838          7558       1.4594747472
       839          7558       1.4595688314
       840          7558       1.4595777353
       841          7558       1.4594726924
       842          7558       1.4594019349
       843          7558       1.4594023169
       844          7558       1.4594107892
       845          7558       1.4593990862
       846          7558       1.4593213661
       847          7558       1.4593490704
       848          7558       1.4594994778
       849          7558       1.4596008104
       850          7558       1.4595068374
       851          7558       1.4595328265
       852          7558       1.4595406113
       853          7558       1.4595256783
       854          7558       1.4595859992
       855          7558       1.4595172975
       856          7558       1.4595328005
       857          7558       1.4595858428
       858          7558       1.4594549462
       859          7558       1.4593629403
       860          7558       1.4593606248
       861          7558       1.4592502341
       862          7558       1.4592919159
       863          7558       1.4591622518
       864          7558       1.4593971210
       865          7558       1.4592585246
       866          7558       1.4592854449
       867          7558       1.4591461786
       868          7558       1.4590506596
       869          7558       1.4591473124
       870          7558       1.4592854797
       871          7558       1.4592486331
       872          7558       1.4594167832
       873          7558       1.4595584968
       874          7558       1.4595966045
       875          7558       1.4596990059
       876          7558       1.4597510051
       877          7558       1.4594388708
       878          7558       1.4592472375
       879          7558       1.4592721233
       880          7558       1.4591869909
       881          7558       1.4592825316
       882          7558       1.4592769079
       883          7558       1.4592603261
       884          7558       1.4593012192
       885          7558       1.4593257482
       886          7558       1.4593327435
       887          7558       1.4593691923
       888          7558       1.4594979996
       889          7558       1.4595762950
       890          7558       1.4597206022
       891          7558       1.4597575607
       892          7558       1.4597945136
       893          7558       1.4597489393
       894          7558       1.4596521719
       895          7558       1.4595724336
       896          7558       1.4596665588
       897          7558       1.4596510882
       898          7558       1.4597603394
       899          7558       1.4598054565
       900          7558       1.4598181293
       901          7558       1.4597688846
       902          7558       1.4596182448
       903          7558       1.4596174772
       904          7558       1.4597007640
       905          7558       1.4596923954
       906          7558       1.4598483847
       907          7558       1.4598503727
       908          7558       1.4599888761
       909          7558       1.4599856072
       910          7558       1.4601435807
       911          7558       1.4601633287
       912          7558       1.4600301773
       913          7558       1.4599125667
       914          7558       1.4598751024
       915          7558       1.4598796331
       916          7558       1.4598808791
       917          7558       1.4597971814
       918          7558       1.4598964227
       919          7558       1.4598312223
       920          7558       1.4597210371
       921          7558       1.4597003709
       922          7558       1.4596495269
       923          7558       1.4597161349
       924          7558       1.4596149816
       925          7558       1.4595474142
       926          7558       1.4595008489
       927          7558       1.4592368017
       928          7558       1.4591397415
       929          7558       1.4590788075
       930          7558       1.4591428066
       931          7558       1.4591068338
       932          7558       1.4591573077
       933          7558       1.4593457613
       934          7558       1.4594120575
       935          7558       1.4593276430
       936          7558       1.4593231229
       937          7558       1.4593550703
       938          7558       1.4592387922
       939          7558       1.4592342826
       940          7558       1.4591250102
       941          7558       1.4592243287
       942          7558       1.4591925103
       943          7558       1.4592024061
       944          7558       1.4592378827
       945          7558       1.4594407613
       946          7558       1.4594702954
       947          7558       1.4594268615
       948          7558       1.4594773423
       949          7558       1.4594284654
       950          7558       1.4594141519
       951          7558       1.4594313578
       952          7558       1.4595033510
       953          7558       1.4594965866
       954          7558       1.4595841351
       955          7558       1.4596901437
       956          7558       1.4595869260
       957          7558       1.4597368423
       958          7558       1.4596804737
       959          7558       1.4596851993
       960          7558       1.4595942390
       961          7558       1.4596898537
       962          7558       1.4596109409
       963          7558       1.4596626417
       964          7558       1.4596453273
       965          7558       1.4595463353
       966          7558       1.4594162035
       967          7558       1.4594022942
       968          7558       1.4593823028
       969          7558       1.4591402565
       970          7558       1.4591372579
       971          7558       1.4591076945
       972          7558       1.4590408902
       973          7558       1.4591383784
       974          7558       1.4592140903
       975          7558       1.4592231967
       976          7558       1.4591389965
       977          7558       1.4592644982
       978          7558       1.4593235827
       979          7558       1.4593907082
       980          7558       1.4593417013
       981          7558       1.4593870308
       982          7558       1.4592782082
       983          7558       1.4594158378
       984          7558       1.4594553565
       985          7558       1.4594590255
       986          7558       1.4593576632
       987          7558       1.4593440935
       988          7558       1.4592145290
       989          7558       1.4590393800
       990          7558       1.4590845319
       991          7558       1.4590329441
       992          7558       1.4589704778
       993          7558       1.4591231800
       994          7558       1.4591589832
       995          7558       1.4594079600
       996          7558       1.4594534817
       997          7558       1.4594455902
       998          7558       1.4593535222
       999          7558       1.4594915914
      1000          7558       1.4594952023
      1001          7558       1.4595406166
      1002          7558       1.4595321491
      1003          7558       1.4596102524
      1004          7558       1.4595415898
      1005          7558       1.4595699881
      1006          7558       1.4596108403
      1007          7558       1.4596426844
      1008          7558       1.4595247146
      1009          7558       1.4594521075
      1010          7558       1.4593789474
      1011          7558       1.4594529528
      1012          7558       1.4594619784
      1013          7558       1.4595616444
      1014          7558       1.4595609791
      1015          7558       1.4596489842
      1016          7558       1.4596780709
      1017          7558       1.4596177836
      1018          7558       1.4595053965
      1019          7558       1.4594757455
      1020          7558       1.4594952020
      1021          7558       1.4595995243
      1022          7558       1.4595757351
